name,version,category,releaseDate,rootPackage
AndroidAsync,2.1.3,Android,1427238000000,com.koushikdutta.async
AndroidAsync,2.1.4,Android,1431468000000,com.koushikdutta.async
AndroidAsync,2.1.5,Android,1433800800000,com.koushikdutta.async
AndroidAsync,2.1.6,Android,1434060000000,com.koushikdutta.async
AndroidAsync,2.1.7,Android,1455145200000,com.koushikdutta.async
AndroidAsync,2.1.8,Android,1465855200000,com.koushikdutta.async
AndroidAsync,2.1.9,Android,1473112800000,com.koushikdutta.async
BeaconsInSpace,1.1.11,Android,1471903200000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.2,Android,1466546400000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.3,Android,1466978400000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.4,Android,1467064800000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.5,Android,1467237600000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.6,Android,1469743200000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.7,Android,1470607200000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.8,Android,1470952800000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.1.9,Android,1470952800000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.2.0,Android,1475445600000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.2.1,Android,1477346400000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.2.2,Android,1480460400000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.3.1,Android,1481756400000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.3.2,Android,1483657200000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.3.4,Android,1487026800000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.3.5,Android,1487631600000,com.beaconsinspace.android.beacon.detector
BeaconsInSpace,1.3.6,Android,1487804400000,com.beaconsinspace.android.beacon.detector
Calligraphy,0.7.0,Android,1395961200000,uk.co.chrisjenx.calligraphy
Calligraphy,0.7.1,Android,1398117600000,uk.co.chrisjenx.calligraphy
Calligraphy,0.7.2,Android,1401314400000,uk.co.chrisjenx.calligraphy
Calligraphy,1.0.0,Android,1404597600000,uk.co.chrisjenx.calligraphy
Calligraphy,1.1.0,Android,1406930400000,uk.co.chrisjenx.calligraphy
Calligraphy,1.2.0,Android,1413756000000,uk.co.chrisjenx.calligraphy
Calligraphy,2.0.0,Android,1421362800000,uk.co.chrisjenx.calligraphy
Calligraphy,2.0.1,Android,1422399600000,uk.co.chrisjenx.calligraphy
Calligraphy,2.0.2,Android,1425510000000,uk.co.chrisjenx.calligraphy
Calligraphy,2.1.0,Android,1473804000000,uk.co.chrisjenx.calligraphy
Calligraphy,2.2.0,Android,1459893600000,uk.co.chrisjenx.calligraphy
Calligraphy,2.3.0,Android,1494453600000,uk.co.chrisjenx.calligraphy
CleverTap,2.0.10,Android,1459893600000,com.clevertap.android.sdk
CleverTap,2.0.4,Android,1451170800000,com.clevertap.android.sdk
CleverTap,2.0.5,Android,1452207600000,com.clevertap.android.sdk
CleverTap,2.0.8,Android,1457996400000,com.clevertap.android.sdk
CleverTap,2.0.9,Android,1457996400000,com.clevertap.android.sdk
CleverTap,2.1.1,Android,1465423200000,com.clevertap.android.sdk
CleverTap,2.1.2,Android,1465941600000,com.clevertap.android.sdk
CleverTap,2.1.3,Android,1466632800000,com.clevertap.android.sdk
CleverTap,2.2.0,Android,1468965600000,com.clevertap.android.sdk
CleverTap,3.0.0,Android,1472594400000,com.clevertap.android.sdk
CleverTap,3.1.0,Android,1476914400000,com.clevertap.android.sdk
CleverTap,3.1.1,Android,1481670000000,com.clevertap.android.sdk
CleverTap,3.1.2,Android,1485730800000,com.clevertap.android.sdk
Crashlytics,2.1.0,Android,1416524400000,com.crashlytics.android
Crashlytics,2.2.0,Android,1418598000000,com.crashlytics.android
Crashlytics,2.2.1,Android,1422486000000,com.crashlytics.android
Crashlytics,2.2.2,Android,1424905200000,com.crashlytics.android
Crashlytics,2.2.3,Android,1427925600000,com.crashlytics.android
Crashlytics,2.2.4,Android,1430949600000,com.crashlytics.android
Crashlytics,2.4.0,Android,1434924000000,com.crashlytics.android
Crashlytics,2.5.0,Android,1437516000000,com.crashlytics.android
Crashlytics,2.5.1,Android,1439157600000,com.crashlytics.android
Crashlytics,2.5.2,Android,1441231200000,com.crashlytics.android
Crashlytics,2.5.3,Android,1447801200000,com.crashlytics.android
Crashlytics,2.5.4,Android,1448924400000,com.crashlytics.android
Crashlytics,2.5.5,Android,1449183600000,com.crashlytics.android
Crashlytics,2.5.6,Android,1464732000000,com.crashlytics.android
Crashlytics,2.5.7,Android,1465941600000,com.crashlytics.android
Dexter,1.0.0,Android,1447714800000,com.karumi.dexter
Dexter,1.0.1,Android,1447714800000,com.karumi.dexter
Dexter,1.0.2,Android,1447801200000,com.karumi.dexter
Dexter,1.0.3,Android,1447974000000,com.karumi.dexter
Dexter,2.0.0,Android,1448319600000,com.karumi.dexter
Dexter,2.1.0,Android,1448838000000,com.karumi.dexter
Dexter,2.1.1,Android,1448924400000,com.karumi.dexter
Dexter,2.1.2,Android,1448924400000,com.karumi.dexter
Dexter,2.1.3,Android,1450134000000,com.karumi.dexter
Dexter,2.1.4,Android,1450306800000,com.karumi.dexter
Dexter,2.2.0,Android,1452553200000,com.karumi.dexter
Dexter,2.2.1,Android,1453417200000,com.karumi.dexter
Dexter,2.2.2,Android,1458082800000,com.karumi.dexter
Dexter,2.3.0,Android,1465768800000,com.karumi.dexter
Dexter,2.3.1,Android,1473026400000,com.karumi.dexter
Dexter,2.4.0,Android,1482447600000,com.karumi.dexter
Dexter,3.0.0,Android,1482447600000,com.karumi.dexter
Dexter,3.0.1,Android,1485298800000,com.karumi.dexter
Dexter,3.0.2,Android,1485903600000,com.karumi.dexter
Dexter,3.1.0,Android,1488754800000,com.karumi.dexter
Dexter,4.0.0,Android,1488754800000,com.karumi.dexter
Dexter,4.1.0,Android,1491170400000,com.karumi.dexter
Fresco,0.1.0,Android,1427324400000,com.facebook.drawee.backends.pipeline
Fresco,0.10.0,Android,1461189600000,com.facebook.drawee.backends.pipeline
Fresco,0.11.0,Android,1465855200000,com.facebook.drawee.backends.pipeline
Fresco,0.12.0,Android,1471557600000,com.facebook.drawee.backends.pipeline
Fresco,0.13.0,Android,1471557600000,com.facebook.drawee.backends.pipeline
Fresco,0.14.0,Android,1474581600000,com.facebook.drawee.backends.pipeline
Fresco,0.14.1,Android,1475532000000,com.facebook.drawee.backends.pipeline
Fresco,0.2.0,Android,1428444000000,com.facebook.drawee.backends.pipeline
Fresco,0.3.0,Android,1429135200000,com.facebook.drawee.backends.pipeline
Fresco,0.4.0,Android,1429740000000,com.facebook.drawee.backends.pipeline
Fresco,0.5.0,Android,1431640800000,com.facebook.drawee.backends.pipeline
Fresco,0.5.1,Android,1433368800000,com.facebook.drawee.backends.pipeline
Fresco,0.5.2,Android,1434319200000,com.facebook.drawee.backends.pipeline
Fresco,0.5.3,Android,1435528800000,com.facebook.drawee.backends.pipeline
Fresco,0.6.0,Android,1437343200000,com.facebook.drawee.backends.pipeline
Fresco,0.6.1,Android,1439157600000,com.facebook.drawee.backends.pipeline
Fresco,0.7.0,Android,1440626400000,com.facebook.drawee.backends.pipeline
Fresco,0.8.0,Android,1446073200000,com.facebook.drawee.backends.pipeline
Fresco,0.8.1,Android,1446332400000,com.facebook.drawee.backends.pipeline
Fresco,0.9.0,Android,1452812400000,com.facebook.drawee.backends.pipeline
Fresco,1.0,Android,1481756400000,com.facebook.drawee.backends.pipeline
Fresco,1.0.0,Android,1481842800000,com.facebook.drawee.backends.pipeline
Fresco,1.0.1,Android,1484780400000,com.facebook.drawee.backends.pipeline
Fresco,1.1.0,Android,1487026800000,com.facebook.drawee.backends.pipeline
Fresco,1.2.0,Android,1490050800000,com.facebook.drawee.backends.pipeline
Fresco,1.3.0,Android,1492639200000,com.facebook.drawee.backends.pipeline
Google Maps for Work,2.17.0,Android,0,com.google
Google Maps for Work,2.18.0,Android,0,com.google
Google Maps for Work,2.19.0,Android,0,com.google.android.m4b.maps
Google Maps for Work,2.21.0,Android,0,com.google
Google Maps for Work,2.22.0,Android,0,com.google
Google Maps for Work,2.23.0,Android,0,com.google
Google Maps for Work,2.24.0,Android,0,com.google
Google Play Services,3.1.36,Android,1317420000000,com.google.android.gms
Google Play Services,3.1.59,Android,1317420000000,com.google.android.gms
Google Play Services,3.2.25,Android,1317420000000,com.google.android.gms
Google Play Services,3.2.65,Android,1317420000000,com.google.android.gms
Google Play Services,4.0.30,Android,1317420000000,com.google
Google Play Services,4.1.32,Android,1317420000000,com.google
Google Play Services,4.2.42,Android,1317420000000,com.google
Google Play Services,4.3.23,Android,1393628400000,com.google
Google Play Services,4.4.52,Android,1398895200000,com.google
Google Play Services,5.0.89,Android,1404165600000,com.google
Google Play Services,6.1.11,Android,1412114400000,com.google
Google Play Services,6.1.71,Android,1412114400000,com.google
Google Play Services,6.5.87,Android,1417388400000,com.google
Google Play Services Ads,6.5.87,Android,1417388400000,com.google
Google Play Services Ads,7.0.0,Android,1425164400000,com.google
Google Play Services Ads,7.3.0,Android,1427839200000,com.google
Google Play Services Ads,7.5.0,Android,1430431200000,com.google
Google Play Services Ads,7.8.0,Android,1438380000000,com.google
Google Play Services Ads,8.1.0,Android,1441058400000,com.google
Google Play Services Ads,8.3.0,Android,1446332400000,com.google
Google Play Services Ads,8.4.0,Android,1448924400000,com.google
Google Play Services Ads,9.0.0,Android,1462053600000,com.google
Google Play Services Ads,9.0.1,Android,1462053600000,com.google
Google Play Services Ads,9.0.2,Android,1462053600000,com.google
Google Play Services Ads,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Ads,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Ads,9.4.0,Android,1470002400000,com.google.android.gms
Google Play Services Ads Lite,9.0.0,Android,1462053600000,com.google
Google Play Services Ads Lite,9.0.1,Android,1462053600000,com.google
Google Play Services Ads Lite,9.0.2,Android,1462053600000,com.google
Google Play Services Ads Lite,9.2.0,Android,1464732000000,com.google
Google Play Services Ads Lite,9.2.1,Android,1464732000000,com.google
Google Play Services All Wear,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Analytics,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Analytics,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Analytics,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Analytics,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Analytics,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Analytics,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Analytics,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Analytics,9.0.0,Android,1462053600000,com.google.android.gms.analytics
Google Play Services Analytics,9.0.1,Android,1462053600000,com.google.android.gms.analytics
Google Play Services Analytics,9.0.2,Android,1462053600000,com.google.android.gms.analytics
Google Play Services Analytics,9.2.0,Android,1464732000000,com.google.android.gms.analytics
Google Play Services Analytics,9.2.1,Android,1464732000000,com.google.android.gms.analytics
Google Play Services Analytics Impl,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Analytics Impl,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Analytics Impl,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Analytics Impl,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Analytics Impl,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Appindexing,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Appindexing,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Appindexing,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Appindexing,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Appindexing,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Appindexing,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Appindexing,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Appindexing,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Appindexing,9.0.0,Android,1462053600000,com.google
Google Play Services Appindexing,9.0.1,Android,1462053600000,com.google
Google Play Services Appindexing,9.0.2,Android,1462053600000,com.google
Google Play Services Appindexing,9.2.0,Android,1464732000000,com.google
Google Play Services Appindexing,9.2.1,Android,1464732000000,com.google
Google Play Services Appinvite,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Appinvite,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Appinvite,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Appinvite,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Appinvite,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Appinvite,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Appinvite,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Appinvite,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Appinvite,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Appinvite,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Appstate,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Appstate,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Appstate,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Appstate,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Appstate,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Auth,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Auth,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Auth,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Auth,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Auth,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Auth,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Auth,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Auth Base,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Auth Base,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Auth Base,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Auth Base,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Auth Base,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Base,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Base,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Base,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Base,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Base,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Base,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Base,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Base,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Base,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Base,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Base,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Base,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Base,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Basement,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Basement,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Basement,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Basement,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Basement,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Basement,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Basement,9.2.0,Android,1464732000000,com.google
Google Play Services Basement,9.2.1,Android,1464732000000,com.google
Google Play Services Cast,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Cast,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Cast,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Cast,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Cast,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Cast,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Cast,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Cast,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Cast,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Cast,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Cast,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Cast,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Cast,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Cast Framework,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Cast Framework,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Clearcut,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Clearcut,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Contextmanager,9.2.0,Android,1464732000000,com.google.android
Google Play Services Contextmanager,9.2.1,Android,1464732000000,com.google.android
Google Play Services Drive,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Drive,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Drive,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Drive,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Drive,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Drive,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Drive,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Drive,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Drive,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Drive,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Drive,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Drive,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Drive,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Fitness,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Fitness,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Fitness,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Fitness,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Fitness,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Fitness,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Fitness,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Fitness,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Fitness,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Fitness,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Fitness,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Fitness,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Fitness,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Games,6.5.87,Android,1417388400000,com.google.android.gms.games
Google Play Services Games,7.0.0,Android,1425164400000,com.google.android.gms.games
Google Play Services Games,7.3.0,Android,1427839200000,com.google.android.gms.games
Google Play Services Games,7.5.0,Android,1430431200000,com.google.android.gms.games
Google Play Services Games,7.8.0,Android,1438380000000,com.google.android.gms.games
Google Play Services Games,8.1.0,Android,1441058400000,com.google.android.gms.games
Google Play Services Games,8.3.0,Android,1446332400000,com.google.android.gms.games
Google Play Services Games,8.4.0,Android,1448924400000,com.google.android.gms.games
Google Play Services Games,9.0.0,Android,1462053600000,com.google.android.gms.games
Google Play Services Games,9.0.1,Android,1462053600000,com.google.android.gms.games
Google Play Services Games,9.0.2,Android,1462053600000,com.google.android.gms.games
Google Play Services Games,9.2.0,Android,1464732000000,com.google.android.gms.games
Google Play Services Games,9.2.1,Android,1464732000000,com.google.android.gms.games
Google Play Services Gass,9.2.0,Android,1464732000000,com.google.android.gms.gass.internal
Google Play Services Gass,9.2.1,Android,1464732000000,com.google.android.gms.gass.internal
Google Play Services Gcm,7.0.0,Android,1425164400000,com.google.android.gms.gcm
Google Play Services Gcm,7.3.0,Android,1427839200000,com.google.android.gms.gcm
Google Play Services Gcm,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Gcm,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Gcm,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Gcm,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Gcm,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Gcm,9.0.0,Android,1462053600000,com.google.android.gms.gcm
Google Play Services Gcm,9.0.1,Android,1462053600000,com.google.android.gms.gcm
Google Play Services Gcm,9.0.2,Android,1462053600000,com.google.android.gms.gcm
Google Play Services Gcm,9.2.0,Android,1464732000000,com.google.android.gms.gcm
Google Play Services Gcm,9.2.1,Android,1464732000000,com.google.android.gms.gcm
Google Play Services Identity,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Identity,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Identity,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Identity,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Identity,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Identity,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Identity,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Identity,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Identity,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Identity,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Identity,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Identity,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Identity,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Iid,9.0.0,Android,1462053600000,com.google.android.gms.iid
Google Play Services Iid,9.0.1,Android,1462053600000,com.google.android.gms.iid
Google Play Services Iid,9.0.2,Android,1462053600000,com.google.android.gms.iid
Google Play Services Iid,9.2.0,Android,1464732000000,com.google.android.gms.iid
Google Play Services Iid,9.2.1,Android,1464732000000,com.google.android.gms.iid
Google Play Services Location,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Location,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Location,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Location,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Location,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Location,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Location,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Location,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Location,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Location,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Location,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Location,9.2.0,Android,1464732000000,com.google.android.gms.location
Google Play Services Location,9.2.1,Android,1464732000000,com.google.android.gms.location
Google Play Services Maps,6.5.87,Android,1417388400000,com.google.android.gms.maps
Google Play Services Maps,7.0.0,Android,1425164400000,com.google.android.gms.maps
Google Play Services Maps,7.3.0,Android,1427839200000,com.google.android.gms.maps
Google Play Services Maps,7.5.0,Android,1430431200000,com.google.android.gms.maps
Google Play Services Maps,7.8.0,Android,1438380000000,com.google.android.gms.maps
Google Play Services Maps,8.1.0,Android,1441058400000,com.google.android.gms.maps
Google Play Services Maps,8.3.0,Android,1446332400000,com.google.android.gms.maps
Google Play Services Maps,8.4.0,Android,1448924400000,com.google.android.gms.maps
Google Play Services Maps,9.0.0,Android,1462053600000,com.google.android.gms.maps
Google Play Services Maps,9.0.1,Android,1462053600000,com.google.android.gms.maps
Google Play Services Maps,9.0.2,Android,1462053600000,com.google.android.gms.maps
Google Play Services Maps,9.2.0,Android,1464732000000,com.google.android.gms.maps
Google Play Services Maps,9.2.1,Android,1464732000000,com.google.android.gms.maps
Google Play Services Measurement,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Measurement,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Measurement,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Nearby,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Nearby,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Nearby,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Nearby,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Nearby,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Nearby,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Nearby,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Nearby,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Nearby,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Nearby,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Nearby,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Nearby,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Panorama,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Panorama,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Panorama,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Panorama,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Panorama,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Panorama,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Panorama,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Panorama,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Panorama,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Panorama,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Panorama,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Panorama,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Panorama,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Places,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Places,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Plus,6.5.87,Android,1417388400000,com.google.android.gms
Google Play Services Plus,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Plus,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Plus,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Plus,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Plus,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Plus,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Plus,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Plus,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Plus,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Plus,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Plus,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Plus,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Safetynet,7.0.0,Android,1425164400000,com.google.android.gms
Google Play Services Safetynet,7.3.0,Android,1427839200000,com.google.android.gms
Google Play Services Safetynet,7.5.0,Android,1430431200000,com.google.android.gms
Google Play Services Safetynet,7.8.0,Android,1438380000000,com.google.android.gms
Google Play Services Safetynet,8.1.0,Android,1441058400000,com.google.android.gms
Google Play Services Safetynet,8.3.0,Android,1446332400000,com.google.android.gms
Google Play Services Safetynet,8.4.0,Android,1448924400000,com.google.android.gms
Google Play Services Safetynet,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Safetynet,9.0.1,Android,1462053600000,com.google.android.gms
Google Play Services Safetynet,9.0.2,Android,1462053600000,com.google.android.gms
Google Play Services Safetynet,9.2.0,Android,1464732000000,com.google.android.gms
Google Play Services Safetynet,9.2.1,Android,1464732000000,com.google.android.gms
Google Play Services Tagmanager,9.0.0,Android,1462053600000,com.google.android.gms
Google Play Services Tagmanager,9.0.1,Android,1462053600000,com.google.android.gms
